FRAME,Date,UTC,IntSec,GPSWkSec,Longitude,Latitude,Easting,Northing,H-Ell,Roll,Pitch,Heading,ToffSet,GWSDiff,IntDiff,TrgMiss
20200622_110245_00000130,6/22/2020,03:01:52.035,168.636625,97330.035,121.2150428796,25.0207518419,271702.813,2768093.304,93.903,0.8950494041,0.1982613005,4.2061654306,97161.398375,0.258,0.25775,0.00025
20200622_110245_00000131,6/22/2020,03:01:52.290,168.8915,97330.29,121.2150443003,25.0207690379,271702.953,2768095.209,93.886,0.7090734814,0.2407431765,4.7428076384,97161.3985,0.255,0.25487,0.00012
20200622_110245_00000132,6/22/2020,03:01:52.542,169.14325,97330.542,121.2150459412,25.0207862177,271703.116,2768097.112,93.868,0.6925444435,0.2134514837,5.2986597092,97161.39875,0.252,0.25175,0.00025
20200622_110245_00000133,6/22/2020,03:01:52.791,169.392125,97330.791,121.2150478106,25.0208033413,271703.302,2768099.009,93.851,0.8057426620,0.2000492962,5.8620290474,97161.398875,0.249,0.24887,0.00012
20200622_110245_00000134,6/22/2020,03:01:53.037,169.638125,97331.037,121.2150498326,25.0208204031,271703.503,2768100.899,93.831,0.8465175348,0.2888387531,6.3568726869,97161.398875,0.246,0.246,0
20200622_110245_00000135,6/22/2020,03:01:53.283,169.883875,97331.283,121.2150520494,25.0208376416,271703.723,2768102.809,93.816,0.9758186645,0.2113984010,6.6837449500,97161.399125,0.246,0.24575,0.00025
20200622_110245_00000136,6/22/2020,03:01:53.523,170.123875,97331.523,121.2150543297,25.0208545930,271703.950,2768104.687,93.799,1.1154155131,0.3032982458,6.9858639611,97161.399125,0.24,0.24,0
20200622_110245_00000137,6/22/2020,03:01:53.763,170.363875,97331.763,121.2150567139,25.0208716653,271704.188,2768106.578,93.783,1.2123869146,0.5298788989,7.2756052839,97161.399125,0.24,0.24,0
20200622_110245_00000138,6/22/2020,03:01:54.000,170.600875,97332,121.2150592097,25.0208886356,271704.437,2768108.458,93.771,1.3894684898,0.7914380616,7.5690761413,97161.399125,0.237,0.237,0
20200622_110245_00000139,6/22/2020,03:01:54.237,170.838,97332.237,121.2150618257,25.0209058193,271704.698,2768110.362,93.775,1.5507968008,0.5578001382,7.8434406063,97161.399,0.237,0.23712,-0.00013
20200622_110245_00000140,6/22/2020,03:01:54.468,171.069125,97332.468,121.2150644716,25.0209226867,271704.962,2768112.231,93.771,1.6635299204,0.3553527016,8.1260090097,97161.398875,0.231,0.23113,-0.00013
20200622_110245_00000141,6/22/2020,03:01:54.699,171.30025,97332.699,121.2150672055,25.0209395915,271705.235,2768114.104,93.760,1.7645721199,0.5634593111,8.4170443084,97161.39875,0.231,0.23112,-0.00013
20200622_110245_00000142,6/22/2020,03:01:54.930,171.53125,97332.93,121.2150700569,25.0209566117,271705.520,2768115.989,93.749,1.8577892300,0.8298500177,8.7272071218,97161.39875,0.231,0.231,0
20200622_110245_00000143,6/22/2020,03:01:55.158,171.7595,97333.158,121.2150729887,25.0209735843,271705.813,2768117.870,93.750,1.8828478134,0.6697520748,9.0136713141,97161.3985,0.228,0.22825,-0.00025
20200622_110245_00000144,6/22/2020,03:01:55.386,171.987375,97333.386,121.2150761037,25.0209906923,271706.124,2768119.765,93.748,2.1119105660,0.5187033477,9.3125189985,97161.398625,0.228,0.22787,0.00013
20200622_110245_00000145,6/22/2020,03:01:55.608,172.209625,97333.608,121.2150792615,25.0210074772,271706.440,2768121.625,93.739,2.3889761709,0.6962345561,9.6291638464,97161.398375,0.222,0.22225,-0.00025
20200622_110245_00000146,6/22/2020,03:01:55.831,172.431875,97333.831,121.2150825832,25.0210245100,271706.772,2768123.512,93.732,2.6267383604,0.8039166900,9.9193180873,97161.399125,0.223,0.22225,0.00075
20200622_110245_00000147,6/22/2020,03:01:56.050,172.651125,97334.05,121.2150859345,25.0210414524,271707.107,2768125.389,93.729,2.7547976503,0.7072750103,10.1377360157,97161.398875,0.219,0.21925,-0.00025
20200622_110245_00000148,6/22/2020,03:01:56.266,172.867375,97334.266,121.2150892616,25.0210583343,271707.440,2768127.259,93.728,2.5817227433,0.6189735350,10.3247320896,97161.398625,0.216,0.21625,-0.00025
20200622_110245_00000149,6/22/2020,03:01:56.479,173.08075,97334.479,121.2150926158,25.0210752247,271707.776,2768129.131,93.723,2.3510112557,0.1428177123,10.4385148755,97161.39825,0.213,0.21337,-0.00037
20200622_110245_00000150,6/22/2020,03:01:56.693,173.294125,97334.693,121.2150960485,25.0210922776,271708.119,2768131.020,93.705,2.1874772921,0.1892293460,10.5738679651,97161.398875,0.214,0.21338,0.00062
20200622_110245_00000151,6/22/2020,03:01:56.903,173.504375,97334.903,121.2150994992,25.0211091457,271708.464,2768132.889,93.680,2.0466191971,0.3885982118,10.7553040955,97161.398625,0.21,0.21025,-0.00025
20200622_110245_00000152,6/22/2020,03:01:57.110,173.71175,97335.11,121.2151030079,25.0211259306,271708.816,2768134.749,93.666,1.9549003646,0.4275982746,10.9414428697,97161.39825,0.207,0.20737,-0.00038
20200622_110245_00000153,6/22/2020,03:01:57.318,173.91925,97335.318,121.2151066444,25.0211428964,271709.180,2768136.629,93.652,1.9449906590,0.4575908939,11.1147523386,97161.39875,0.208,0.2075,0.0005
20200622_110245_00000154,6/22/2020,03:01:57.522,174.1235,97335.522,121.2151103002,25.0211596069,271709.546,2768138.480,93.640,2.0096814015,0.4655041625,11.2872099482,97161.3985,0.204,0.20425,-0.00025
20200622_110245_00000155,6/22/2020,03:01:57.727,174.328,97335.727,121.2151140196,25.0211764683,271709.918,2768140.348,93.630,2.0079545365,0.3774851607,11.4513557016,97161.399,0.205,0.2045,0.0005
20200622_110245_00000156,6/22/2020,03:01:57.931,174.5325,97335.931,121.2151178032,25.0211932491,271710.297,2768142.208,93.620,2.0587079380,0.4136591437,11.6270457564,97161.3985,0.204,0.2045,-0.0005
20200622_110245_00000157,6/22/2020,03:01:58.136,174.736875,97336.136,121.2151216423,25.0212101229,271710.681,2768144.077,93.608,2.0211005826,0.3938357744,11.8123964697,97161.399125,0.205,0.20437,0.00063
20200622_110245_00000158,6/22/2020,03:01:58.340,174.941375,97336.34,121.2151255100,25.0212269056,271711.069,2768145.937,93.598,1.9535895473,0.3031660614,11.9728585261,97161.398625,0.204,0.2045,-0.0005
20200622_110245_00000159,6/22/2020,03:01:58.544,175.14575,97336.544,121.2151294221,25.0212436629,271711.461,2768147.793,93.584,1.8918088766,0.2632259223,12.1559086200,97161.39825,0.204,0.20437,-0.00038
20200622_110245_00000160,6/22/2020,03:01:58.749,175.35025,97336.749,121.2151334707,25.0212605072,271711.866,2768149.660,93.569,2.0279044586,0.1118987180,12.3530529977,97161.39875,0.205,0.2045,0.0005
20200622_110245_00000161,6/22/2020,03:01:58.953,175.554625,97336.953,121.2151375180,25.0212772030,271712.272,2768151.510,93.551,2.0072164324,0.2876131239,12.5374787426,97161.398375,0.204,0.20437,-0.00038
20200622_110245_00000162,6/22/2020,03:01:59.158,175.759125,97337.158,121.2151416722,25.0212939856,271712.688,2768153.369,93.536,2.0752490720,0.4457166601,12.7204712786,97161.398875,0.205,0.2045,0.0005
20200622_110245_00000163,6/22/2020,03:01:59.362,175.9635,97337.362,121.2151458857,25.0213106589,271713.110,2768155.217,93.531,2.2019729369,0.6953766434,12.9067791699,97161.3985,0.204,0.20437,-0.00038
20200622_110245_00000164,6/22/2020,03:01:59.567,176.167875,97337.567,121.2151501376,25.0213274850,271713.537,2768157.081,93.529,2.1069191874,0.4971726878,13.0655240412,97161.399125,0.205,0.20437,0.00063
20200622_110245_00000165,6/22/2020,03:01:59.771,176.37225,97337.771,121.2151544213,25.0213442291,271713.966,2768158.936,93.528,2.0446596356,0.2403255407,13.2935787040,97161.39875,0.204,0.20437,-0.00038
20200622_110245_00000166,6/22/2020,03:01:59.975,176.57675,97337.975,121.2151587845,25.0213608909,271714.403,2768160.783,93.512,2.0378308278,0.3777130239,13.5720387583,97161.39825,0.204,0.2045,-0.0005
20200622_110245_00000167,6/22/2020,03:02:00.180,176.781125,97338.18,121.2151632666,25.0213776804,271714.853,2768162.643,93.497,1.9528202328,0.2597564618,13.8136654378,97161.398875,0.205,0.20437,0.00062
20200622_110245_00000168,6/22/2020,03:02:00.381,176.982625,97338.381,121.2151677607,25.0213941467,271715.303,2768164.468,93.487,1.9346981362,0.2314724019,14.1399493799,97161.398375,0.201,0.2015,-0.0005
20200622_110245_00000169,6/22/2020,03:02:00.586,177.187,97338.586,121.2151724474,25.0214109035,271715.773,2768166.324,93.469,1.9089143409,0.3986524944,14.5197975726,97161.399,0.205,0.20437,0.00063
20200622_110245_00000170,6/22/2020,03:02:00.790,177.3915,97338.79,121.2151772629,25.0214275961,271716.256,2768168.174,93.458,1.9572334944,0.3501948279,14.8808289351,97161.3985,0.204,0.2045,-0.0005
20200622_110245_00000171,6/22/2020,03:02:00.992,177.593,97338.992,121.2151821594,25.0214441258,271716.748,2768170.006,93.447,1.9781614414,0.3150593787,15.2138054813,97161.399,0.202,0.2015,0.0005
20200622_110245_00000172,6/22/2020,03:02:01.193,177.794375,97339.193,121.2151871416,25.0214605905,271717.248,2768171.830,93.434,2.0262191163,0.2397833891,15.4876044360,97161.398625,0.201,0.20138,-0.00037
20200622_110245_00000173,6/22/2020,03:02:01.398,177.998875,97339.398,121.2151923150,25.0214774295,271717.767,2768173.696,93.420,2.0421479823,0.0376584915,15.7375028114,97161.399125,0.205,0.2045,0.0005
20200622_110245_00000174,6/22/2020,03:02:01.596,178.19725,97339.596,121.2151973795,25.0214936261,271718.275,2768175.491,93.399,2.0769607362,0.3295152121,16.0063558896,97161.39875,0.198,0.19837,-0.00037
20200622_110245_00000175,6/22/2020,03:02:01.798,178.39875,97339.798,121.2152026347,25.0215101780,271718.803,2768177.325,93.381,2.0480532904,0.5266621682,16.2700317598,97161.39925,0.202,0.2015,0.0005
20200622_110245_00000176,6/22/2020,03:02:01.999,178.600125,97339.999,121.2152079880,25.0215266982,271719.340,2768179.156,93.376,2.0843487860,0.4377124337,16.5304321959,97161.398875,0.201,0.20137,-0.00037
20200622_110245_00000177,6/22/2020,03:02:02.201,178.801625,97340.201,121.2152134536,25.0215433094,271719.889,2768180.996,93.368,2.0855013059,0.3406582899,16.7779953154,97161.399375,0.202,0.2015,0.0005
20200622_110245_00000178,6/22/2020,03:02:02.399,179.000125,97340.399,121.2152189032,25.0215595986,271720.436,2768182.802,93.357,2.1494123334,0.2480202481,17.0414354259,97161.398875,0.198,0.1985,-0.0005
20200622_110245_00000179,6/22/2020,03:02:02.598,179.198625,97340.598,121.2152244671,25.0215759902,271720.994,2768184.618,93.341,2.1308667179,0.1562972673,17.2969647312,97161.399375,0.199,0.1985,0.0005
20200622_110245_00000180,6/22/2020,03:02:02.796,179.39725,97340.796,121.2152301069,25.0215922701,271721.561,2768186.422,93.323,2.2573747483,0.3749063356,17.5608837637,97161.39875,0.198,0.19863,-0.00062
20200622_110245_00000181,6/22/2020,03:02:02.995,179.59575,97340.995,121.2152358424,25.0216087115,271722.137,2768188.244,93.306,2.1286499135,0.2814751563,17.8066882477,97161.39925,0.199,0.1985,0.0005
20200622_110245_00000182,6/22/2020,03:02:03.193,179.794125,97341.193,121.2152416112,25.0216250965,271722.716,2768190.060,93.292,1.9517383758,0.2265887547,18.0557427778,97161.398875,0.198,0.19837,-0.00037
20200622_110245_00000183,6/22/2020,03:02:03.392,179.99275,97341.392,121.2152475144,25.0216415780,271723.309,2768191.886,93.276,1.8523737374,0.2058445724,18.3450719847,97161.39925,0.199,0.19862,0.00038
20200622_110245_00000184,6/22/2020,03:02:03.587,180.188125,97341.587,121.2152534196,25.0216577287,271723.902,2768193.676,93.257,1.7772639802,0.2681185355,18.5905437886,97161.398875,0.195,0.19538,-0.00038
20200622_110245_00000185,6/22/2020,03:02:03.783,180.383625,97341.783,121.2152594401,25.0216739735,271724.507,2768195.477,93.241,1.7039709094,0.3329897689,18.8632661503,97161.399375,0.196,0.1955,0.0005
20200622_110245_00000186,6/22/2020,03:02:03.978,180.57925,97341.978,121.2152655209,25.0216901677,271725.118,2768197.271,93.227,1.6126692182,0.2932537427,19.1140159527,97161.39875,0.195,0.19563,-0.00062
20200622_110245_00000187,6/22/2020,03:02:04.174,180.77475,97342.174,121.2152717515,25.0217064251,271725.743,2768199.073,93.212,1.6596066584,0.3668096174,19.3839258824,97161.39925,0.196,0.1955,0.0005
20200622_110245_00000188,6/22/2020,03:02:04.369,180.97025,97342.369,121.2152780469,25.0217226121,271726.376,2768200.867,93.199,1.6259335310,0.3661730660,19.6454247424,97161.39875,0.195,0.1955,-0.0005
20200622_110245_00000189,6/22/2020,03:02:04.565,181.165875,97342.565,121.2152844812,25.0217388666,271727.022,2768202.668,93.190,1.7086750350,0.3170477357,19.9251206316,97161.399125,0.196,0.19563,0.00037
20200622_110245_00000190,6/22/2020,03:02:04.760,181.361375,97342.76,121.2152909717,25.0217549765,271727.675,2768204.454,93.178,1.8294817895,0.1792245248,20.1817269369,97161.398625,0.195,0.1955,-0.0005
20200622_110245_00000191,6/22/2020,03:02:04.956,181.557,97342.956,121.2152975187,25.0217710725,271728.333,2768206.238,93.165,1.8282622647,0.0646124746,20.4335924487,97161.399,0.196,0.19562,0.00038
20200622_110245_00000192,6/22/2020,03:02:05.154,181.7555,97343.154,121.2153041496,25.0217871890,271728.999,2768208.024,93.147,1.8152281502,0.2750970473,20.7071842130,97161.3985,0.198,0.1985,-0.0005
20200622_110245_00000193,6/22/2020,03:02:05.350,181.951,97343.35,121.2153108356,25.0218030967,271729.671,2768209.787,93.134,1.9815972867,0.3289910721,20.9630809118,97161.399,0.196,0.1955,0.0005
20200622_110245_00000194,6/22/2020,03:02:05.548,182.1495,97343.548,121.2153176647,25.0218191121,271730.357,2768211.562,93.123,2.0763316919,0.4000782511,21.1805406570,97161.3985,0.198,0.1985,-0.0005
20200622_110245_00000195,6/22/2020,03:02:05.747,182.347875,97343.747,121.2153245439,25.0218352311,271731.049,2768213.348,93.114,1.9701902319,0.1784348691,21.3871459789,97161.399125,0.199,0.19837,0.00063
20200622_110245_00000196,6/22/2020,03:02:05.945,182.5465,97343.945,121.2153313735,25.0218511729,271731.735,2768215.115,93.099,1.7685613596,0.3405160761,21.6563411252,97161.3985,0.198,0.19863,-0.00062
20200622_110245_00000197,6/22/2020,03:02:06.144,182.745,97344.144,121.2153383537,25.0218671459,271732.437,2768216.886,93.084,1.6894401599,0.4132197321,21.8968691737,97161.399,0.199,0.1985,0.0005
20200622_110245_00000198,6/22/2020,03:02:06.342,182.9435,97344.342,121.2153453766,25.0218830254,271733.143,2768218.645,93.077,1.5826393631,0.1895187121,22.1152500102,97161.3985,0.198,0.1985,-0.0005
20200622_110245_00000199,6/22/2020,03:02:06.541,183.142,97344.541,121.2153524913,25.0218989133,271733.858,2768220.406,93.064,1.5712196780,0.1393160977,22.3555937987,97161.399,0.199,0.1985,0.0005
20200622_110245_00000200,6/22/2020,03:02:06.742,183.343375,97344.742,121.2153597898,25.0219149086,271734.592,2768222.179,93.046,1.6788344625,0.0366297727,22.6186403807,97161.398625,0.201,0.20138,-0.00037
20200622_110245_00000201,6/22/2020,03:02:06.941,183.542,97344.941,121.2153670866,25.0219306470,271735.325,2768223.924,93.025,1.8456979163,0.1759426240,22.8692058369,97161.399,0.199,0.19862,0.00038
20200622_110245_00000202,6/22/2020,03:02:07.142,183.743375,97345.142,121.2153745551,25.0219464779,271736.076,2768225.678,93.007,2.1243759082,0.3666256513,23.1397676416,97161.398625,0.201,0.20137,-0.00037
20200622_110245_00000203,6/22/2020,03:02:07.341,183.942,97345.341,121.2153820823,25.0219621102,271736.833,2768227.411,92.996,2.5887001997,0.3375820317,23.4103382320,97161.399,0.199,0.19863,0.00037
20200622_110245_00000204,6/22/2020,03:02:07.542,184.143375,97345.542,121.2153896401,25.0219778975,271737.593,2768229.161,92.987,2.5037977447,0.2912258198,23.6409533855,97161.398625,0.201,0.20137,-0.00037
20200622_110245_00000205,6/22/2020,03:02:07.741,184.34175,97345.741,121.2153971692,25.0219935196,271738.350,2768230.892,92.978,2.3487625980,0.0636505819,23.8776534767,97161.39925,0.199,0.19837,0.00062
20200622_110245_00000206,6/22/2020,03:02:07.942,184.54325,97345.942,121.2154048008,25.0220091447,271739.118,2768232.624,92.957,2.3371251008,0.4095702595,24.1741659634,97161.39875,0.201,0.2015,-0.0005
20200622_110245_00000207,6/22/2020,03:02:08.144,184.74475,97346.144,121.2154125895,25.0220247924,271739.901,2768234.359,92.943,2.4157855694,0.6651055727,24.4323070461,97161.39925,0.202,0.2015,0.0005
20200622_110245_00000208,6/22/2020,03:02:08.345,184.946125,97346.345,121.2154203975,25.0220403778,271740.686,2768236.086,92.945,2.3325647611,0.5142236456,24.6832609674,97161.398875,0.201,0.20137,-0.00037
20200622_110245_00000209,6/22/2020,03:02:08.550,185.1505,97346.55,121.2154284010,25.0220561673,271741.491,2768237.836,92.941,2.2694944553,0.5964798294,24.9487733172,97161.3995,0.205,0.20437,0.00063
20200622_110245_00000210,6/22/2020,03:02:08.751,185.352,97346.751,121.2154362884,25.0220715946,271742.285,2768239.547,92.936,2.1033812533,0.6366333848,25.1952785093,97161.399,0.201,0.2015,-0.0005
20200622_110245_00000211,6/22/2020,03:02:08.956,185.5565,97346.956,121.2154443841,25.0220872975,271743.099,2768241.287,92.936,1.8839852505,0.4906257975,25.4396678185,97161.3995,0.205,0.2045,0.0005
20200622_110245_00000212,6/22/2020,03:02:09.157,185.757875,97347.157,121.2154523507,25.0221026676,271743.900,2768242.991,92.932,1.5421598744,0.2725003760,25.6809981160,97161.399125,0.201,0.20138,-0.00037
20200622_110245_00000213,6/22/2020,03:02:09.362,185.962375,97347.362,121.2154605841,25.0221182514,271744.728,2768244.718,92.921,1.4463757683,0.1443393901,25.9596220197,97161.399625,0.205,0.2045,0.0005
20200622_110245_00000214,6/22/2020,03:02:09.566,186.166875,97347.566,121.2154688719,25.0221336887,271745.562,2768246.429,92.903,1.4439116750,0.0805379616,26.2442189935,97161.399125,0.204,0.2045,-0.0005
20200622_110245_00000215,6/22/2020,03:02:09.770,186.371125,97347.77,121.2154772226,25.0221490530,271746.402,2768248.133,92.884,1.3793740953,0.1698073837,26.5079930744,97161.398875,0.204,0.20425,-0.00025
20200622_110245_00000216,6/22/2020,03:02:09.975,186.5755,97347.975,121.2154856493,25.0221644536,271747.250,2768249.840,92.866,1.1896050450,0.3080317798,26.7597193909,97161.3995,0.205,0.20437,0.00063
20200622_110245_00000217,6/22/2020,03:02:10.179,186.78,97348.179,121.2154940827,25.0221797256,271748.098,2768251.533,92.852,0.9967745593,0.4982481830,27.0302509895,97161.399,0.204,0.2045,-0.0005
20200622_110245_00000218,6/22/2020,03:02:10.384,186.984375,97348.384,121.2155026475,25.0221950618,271748.960,2768253.233,92.847,0.7991101124,0.3497403677,27.2849453470,97161.399625,0.205,0.20437,0.00063
20200622_110245_00000219,6/22/2020,03:02:10.588,187.188875,97348.588,121.2155112860,25.0222102668,271749.829,2768254.918,92.839,0.7983712836,0.1364679466,27.5370788839,97161.399125,0.204,0.2045,-0.0005
20200622_110245_00000220,6/22/2020,03:02:10.796,187.39625,97348.796,121.2155201574,25.0222256540,271750.722,2768256.624,92.821,0.8772461285,0.2242412981,27.8173821674,97161.39975,0.208,0.20738,0.00062
20200622_110245_00000221,6/22/2020,03:02:11.000,187.600625,97349,121.2155289396,25.0222406958,271751.605,2768258.291,92.805,0.9437932689,0.3119182237,28.0849300749,97161.399375,0.204,0.20437,-0.00038
20200622_110245_00000222,6/22/2020,03:02:11.207,187.808,97349.207,121.2155380141,25.0222559068,271752.519,2768259.978,92.793,1.3196976007,0.0732817266,28.3828006072,97161.399,0.207,0.20737,-0.00038
